C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_36_342.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_36_342.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_36_342.jpg, 0, 0, 0, 7.801621E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_36_451.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_36_451.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_36_451.jpg, 0, 0, 0, 7.788773E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_36_559.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_36_559.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_36_559.jpg, 0, 0, 0, 7.796615E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_36_671.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_36_671.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_36_671.jpg, 0, 0, 0, 8.217202E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_36_781.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_36_781.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_36_781.jpg, 0, 0, 0, 7.837742E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_36_899.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_36_899.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_36_899.jpg, 0, 0, 0, 7.811831E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_37_011.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_37_011.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_37_011.jpg, 0, 0, 0, 8.044454E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_37_137.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_37_137.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_37_137.jpg, 0, 0, 0, 7.813294E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_37_247.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_37_247.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_37_247.jpg, 0, 0, 0, 7.844423E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_37_351.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_37_351.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_37_351.jpg, 0, 0, 0, 7.921846E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_37_470.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_37_470.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_37_470.jpg, 0, 0, 0, 7.922576E-05
C:\Users\admin\Desktop\Ali\Data-car-3\IMG\center_2021_07_05_11_38_37_607.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\left_2021_07_05_11_38_37_607.jpg, C:\Users\admin\Desktop\Ali\Data-car-3\IMG\right_2021_07_05_11_38_37_607.jpg, 0, 0, 0, 8.045759E-05
